rxnID,primarySites_ori,primarySites_wtdDist,primarySites_wtdDist_exp_decay,SecondSites_ori,SecondSites_wtdDist,SecondSites_wtdDist_exp_decay
TCM0210_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,NA
TCM0224_f,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,NA
TCM0224_r,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,NA
TCM1027_f,Glia,Glia,Glia,Hypodermis,Hypodermis,Hypodermis
TCM1031_f,NA,NA,NA,Body_wall_muscle,Intestine,NA
TCM1031_r,NA,NA,NA,NA,NA,Intestine
TCM1033_f,NA,Hypodermis,Intestine,Intestine,Intestine,Hypodermis
TCM1034_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Intestine,Intestine,Intestine
TCM1034_r,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Intestine,Intestine,Intestine
TCM1037_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Hypodermis,Hypodermis,Gonad
TCM1037_r,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,NA,Gonad,Gonad
TCM1039_f,Gonad,Gonad,NA,NA,NA,NA
TCM1044_f,Glia,Glia,Glia,NA,NA,Gonad
TCM1047_f,Intestine,Intestine,Intestine,NA,Hypodermis,Body_wall_muscle
TCM1047_r,Intestine,Intestine,Intestine,NA,Hypodermis,Body_wall_muscle
TCM1051_f,NA,Body_wall_muscle,NA,NA,NA,Gonad
TCM1054_r,NA,Body_wall_muscle,NA,NA,NA,Intestine
TCM1055_r,Body_wall_muscle,Body_wall_muscle,NA,NA,NA,Neurons
TCM1058_r,NA,Body_wall_muscle,NA,NA,NA,Intestine
TCM1061_r,Hypodermis,Hypodermis,Pharynx,Pharynx,Pharynx,Hypodermis
TCM1062_r,NA,NA,Body_wall_muscle,Intestine,Intestine,Intestine
TCM1063_f,Pharynx,Pharynx,Pharynx,Hypodermis,Hypodermis,Hypodermis
TCM1067_f,NA,NA,Gonad,NA,NA,Hypodermis
TCM1069_r,Gonad,NA,NA,Intestine,NA,NA
TCM1070_f,NA,NA,Gonad,NA,NA,Intestine
TCM1071_f,Body_wall_muscle,Body_wall_muscle,NA,NA,NA,NA
TCM1075_r,NA,Body_wall_muscle,NA,NA,NA,Intestine
TCM1077_f,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
TCM1078_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Hypodermis,Hypodermis,NA
TCM1080_f,Glia,Glia,Glia,NA,NA,Gonad
TCM1082_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,NA,Gonad,Gonad
TCM1082_r,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Hypodermis,Hypodermis,Gonad
TCM1085_f,Gonad,NA,Gonad,Intestine,NA,Intestine
TCM1085_r,NA,NA,Gonad,NA,NA,Intestine
TCM1089_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
TCM1089_r,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
TCM1091_r,NA,NA,Gonad,NA,NA,NA
TCM1096_f,Intestine,Intestine,Intestine,NA,NA,NA
TCM1098_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Intestine,Intestine,Intestine
TCM1098_r,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Intestine,Intestine,Intestine
TCM1101_r,NA,Gonad,NA,NA,NA,NA
TCM1274_f,Intestine,Intestine,Intestine,Body_wall_muscle,NA,NA
TCM1274_r,Intestine,Intestine,NA,Gonad,NA,NA
TCM1275_f,Hypodermis,Hypodermis,NA,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
TCM1276_r,Body_wall_muscle,Body_wall_muscle,NA,NA,NA,NA
TCM1277_f,Intestine,Intestine,Intestine,NA,NA,NA
TCM1278_f,Intestine,Intestine,Intestine,NA,NA,NA
TCM1279_f,Body_wall_muscle,Hypodermis,Body_wall_muscle,Hypodermis,Body_wall_muscle,Hypodermis
TCM1279_r,Gonad,Gonad,Gonad,NA,NA,NA
TCM1283_f,Intestine,Intestine,NA,NA,NA,NA
TCM1285_f,Intestine,Intestine,Intestine,Gonad,Gonad,Gonad
TCM1285_r,Intestine,Intestine,Intestine,Gonad,Gonad,Gonad
TCM1286_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,NA,Neurons,Neurons
TCM1286_r,Neurons,Neurons,Neurons,Pharynx,Pharynx,NA
TCM1287_r,Neurons,Neurons,NA,Intestine,Intestine,NA
TCM1288_f,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
TCM1289_f,Intestine,Intestine,Gonad,Gonad,NA,Intestine
TCM1289_r,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Intestine
TCM1290_f,NA,NA,Gonad,NA,NA,Intestine
TCM1290_r,Intestine,NA,Gonad,Hypodermis,NA,Intestine
TCM1291_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Neurons,Neurons,Neurons
TCM1291_r,Intestine,Intestine,Intestine,NA,NA,Gonad
TCM2004_r,NA,Glia,Glia,NA,NA,Pharynx
TCM5001_f,Body_wall_muscle,Intestine,Intestine,NA,NA,NA
TCM5002_f,Body_wall_muscle,Intestine,Intestine,NA,NA,NA
TCM5003_f,Intestine,Intestine,Intestine,Body_wall_muscle,NA,Body_wall_muscle
TCM5005_f,NA,Intestine,Intestine,NA,NA,NA
TCM5006_f,NA,Intestine,Intestine,NA,NA,NA
TCM5006_r,Intestine,Intestine,Intestine,NA,NA,NA
TCM5007_f,Hypodermis,Hypodermis,Hypodermis,Intestine,Intestine,Intestine
TCM5008_f,Hypodermis,Hypodermis,Neurons,Neurons,Neurons,Hypodermis
TCM5008_r,Hypodermis,Hypodermis,Hypodermis,Body_wall_muscle,Body_wall_muscle,NA
TCM5009_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,NA
TCM5010_f,Intestine,Intestine,Intestine,NA,NA,NA
TCM5011_f,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
TCM5012_f,Intestine,Intestine,Intestine,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle
TCM5013_f,Intestine,Intestine,NA,NA,NA,NA
TCM5014_f,Intestine,Intestine,Intestine,NA,NA,NA
TCM5015_f,Intestine,Intestine,NA,NA,NA,NA
TCM5018_f,Neurons,Neurons,Neurons,NA,NA,NA
TCM5027_f,Hypodermis,Hypodermis,Hypodermis,Intestine,Intestine,Intestine
TCM5029_f,Intestine,Intestine,Intestine,NA,NA,NA
TCM5030_f,Body_wall_muscle,NA,Gonad,NA,NA,Body_wall_muscle
TCM5032_f,NA,Intestine,Gonad,NA,NA,Intestine
TCM5034_r,NA,NA,Body_wall_muscle,NA,NA,Intestine
TCM5047_f,Hypodermis,NA,NA,Glia,NA,NA
TCM5048_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,NA
TCM5052_f,Intestine,Intestine,Intestine,NA,NA,NA
TCM5054_f,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
TCM5055_f,NA,Intestine,Intestine,NA,NA,NA
TCM5057_f,Intestine,Intestine,Intestine,Body_wall_muscle,NA,NA
TCM5060_f,Gonad,Gonad,Gonad,NA,NA,NA
TCM5061_f,NA,Body_wall_muscle,Intestine,NA,NA,NA
TCM5062_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,NA,NA,NA
TCM5062_r,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Intestine,Intestine,Intestine
TCM5064_f,Intestine,Intestine,Intestine,NA,NA,NA
TCM5065_r,Intestine,Intestine,Intestine,NA,NA,NA
TCM5067_r,Hypodermis,Hypodermis,Hypodermis,NA,NA,NA
TCM5095_f,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,NA,NA,Gonad
TCM5095_r,Neurons,Neurons,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Neurons
TCM5510_r,Hypodermis,Hypodermis,Hypodermis,NA,NA,NA
UPK0012_r,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,NA,NA,Neurons
UPK0013_r,Body_wall_muscle,NA,Body_wall_muscle,Neurons,NA,NA
UPK0014_r,NA,NA,Intestine,NA,NA,Body_wall_muscle
UPK0016_r,Intestine,Gonad,Gonad,Gonad,Intestine,Intestine
UPK0028_r,Intestine,Intestine,Body_wall_muscle,NA,Body_wall_muscle,Intestine
UPK0029_r,Intestine,Intestine,Intestine,NA,NA,Pharynx
UPK0036_r,NA,NA,NA,NA,NA,Gonad
UPK0045_r,NA,NA,Gonad,NA,NA,NA
UPK0056_r,NA,NA,NA,NA,NA,Gonad
UPK0069_r,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,NA,NA,NA
UPK0074_r,Body_wall_muscle,Body_wall_muscle,Body_wall_muscle,Gonad,Gonad,Gonad
UPK0101_r,NA,NA,Intestine,NA,NA,Neurons
UPK0102_r,Intestine,Intestine,Intestine,Hypodermis,Hypodermis,Hypodermis
UPK1002_r,NA,Hypodermis,NA,NA,NA,NA
UPK1003_r,Gonad,NA,NA,NA,NA,NA
akac2gchol[c]_f,Intestine,Intestine,Intestine,NA,NA,NA
akac2gpe[c]_f,Intestine,Intestine,Intestine,NA,NA,Glia
alkenac2gpe[c]_f,Intestine,Intestine,Intestine,NA,NA,Pharynx
chitin[c]_f,Gonad,Pharynx,Pharynx,Pharynx,Gonad,Gonad
clpn[c]_f,Intestine,Intestine,Neurons,NA,NA,NA
collg[c]_f,Hypodermis,Hypodermis,Hypodermis,Glia,Glia,Glia
fm2masn[c]_f,NA,NA,Intestine,NA,NA,Glia
fn2m2masn[c]_f,NA,NA,Glia,NA,NA,Neurons
lpchol[c]_f,Intestine,Intestine,Intestine,NA,NA,NA
m2masn[c]_f,NA,NA,Intestine,NA,NA,NA
m3masn[c]_f,Gonad,NA,Intestine,NA,NA,NA
m4masn[c]_f,NA,NA,Gonad,NA,NA,Hypodermis
nm2masn[c]_f,Gonad,Gonad,Intestine,Hypodermis,Hypodermis,NA
nm3masn[c]_f,Gonad,Gonad,Intestine,Hypodermis,Hypodermis,NA
pail[c]_f,NA,NA,Neurons,NA,NA,Glia
pchol[c]_f,Intestine,Intestine,Intestine,NA,NA,Neurons
pe[c]_f,Intestine,Intestine,Intestine,Body_wall_muscle,NA,NA
prot_mito[m]_f,Body_wall_muscle,Gonad,Gonad,NA,Body_wall_muscle,NA
prot_other[c]_f,NA,NA,Gonad,NA,NA,Intestine
ps[c]_f,Intestine,Intestine,Intestine,Body_wall_muscle,NA,NA
sphmyln_ce[c]_f,NA,Intestine,NA,NA,NA,NA
